"B73_S1","B73_S2","B73_S3","B73_S4","Mo17_S1","Mo17_S2","Mo17_S3","Mo17_S4","H_S1","H_S2","H_S3","H_S4","acs_S1","acs_S2","acs_S3","acs_S4","B73_S34","Mo17_S34","H_S34","acs_S34"
47414.6415,42395.09522,41373.14085,44748.6349,46924.9192,43092.37,44737.70822,43935.05166,41221.70019,43583.50307,46392.82084,39168.91071,42336.89107,43620.4844,43991.59041,42478.29227,43060.887875,44336.37994,42780.865775,43234.94134
266411.2243,180230.2418,164237.129,136343.9488,200911.2776,172035.3269,145920.671,132173.4232,231786.1954,176357.3184,128448.2749,129519.7118,357942.6406,199820.6857,160061.9872,129289.9513,150290.5389,139047.0471,128983.99335,144675.96925
121307.5404,92698.15761,111838.6207,159889.0357,130118.3083,109071.0939,175742.5034,159039.4364,106592.3965,95052.03749,142820.3436,173221.1502,146499.9065,105891.8594,149845.6864,159085.8075,135863.8282,167390.9699,158020.7469,154465.74695
129171.2787,99360.42406,108047.3023,115515.0837,121481.0821,132592.583,121564.1622,125545.563,118952.9547,117551.3638,118669.732,124979.6485,144221.548,121913.529,100298.3038,106319.9124,111781.193,123554.8626,121824.69025,103309.1081
238337.4171,321579.7918,381632.9009,380600.6519,323997.477,430951.122,423394.9345,429394.2588,270075.7794,377553.1997,397640.0405,496649.4288,260606.3402,336024.7055,343760.5313,455112.6045,381116.7764,426394.59665,447144.73465,399436.5679
208141.2807,213550.0387,207513.2987,232465.5774,248745.1755,225435.3491,218776.0494,219373.9768,215736.2728,209380.508,206698.3181,211691.7596,183298.5262,192661.2666,194656.4513,211102.1158,219989.43805,219075.0131,209195.03885,202879.28355
310902.5995,361724.2958,376507.6156,341243.7161,239825.1992,210350.3547,257791.3428,275372.3659,246847.8717,246027.9871,315758.5256,253585.3264,353886.3284,395116.8213,326153.74,318937.8698,358875.66585,266581.85435,284671.926,322545.8049
172765.2092,153290.5701,139084.445,136082.0682,190749.682,137748.9884,140083.3787,116465.4433,183186.325,134209.3413,121794.1504,115082.5552,193692.524,160923.9476,137752.7781,135788.465,137583.2566,128274.411,118438.3528,136770.62155
42072.05241,56036.93609,49388.83503,42317.52862,51055.59488,56397.0552,45676.26343,40781.50155,48519.4129,54070.99718,49200.2097,45329.30193,46808.21424,57514.83276,52949.77344,45340.80753,45853.181825,43228.88249,47264.755815,49145.290485
17085.81963,13933.33717,12707.64609,19792.75335,10304.08957,13807.38049,9056.293011,11061.33246,16025.53963,12483.58204,13210.82829,15825.08229,15604.35789,14449.85707,17461.23501,20618.59336,16250.19972,10058.8127355,14517.95529,19039.914185
74020.6632,71080.65805,75893.37609,83984.12617,63638.38672,56746.80025,69866.51566,66116.46477,77649.86704,56987.56526,67827.99792,59113.63957,82261.03877,83602.32134,76496.89268,89599.98959,79938.75113,67991.490215,63470.818745,83048.441135
14758.56045,14253.22517,17082.69318,18162.56108,16755.13827,15131.99246,17586.46447,19593.3093,14900.73388,16925.8897,13510.55763,17310.26635,14331.74846,15558.00234,16688.12045,18456.03399,17622.62713,18589.886885,15410.41199,17572.07722
79928.08431,60962.99687,54201.67064,52985.54201,70466.15307,57276.602,53682.96295,44992.27259,85512.68991,60040.95056,50580.42811,46204.65142,109031.438,64679.03257,58792.4143,61937.38952,53593.606325,49337.61777,48392.539765,60364.90191
59529.95262,63880.3707,77719.87838,69076.83086,59277.08818,71730.76145,69917.15967,61541.4458,63876.71422,61708.53644,60786.68298,58901.47077,55592.05917,63668.44761,71017.30821,65955.67576,73398.35462,65729.302735,59844.076875,68486.491985
64886.75349,71421.29836,77129.35942,70247.89325,70538.31839,73990.42382,79215.49889,86405.49141,74237.33179,75775.97416,75744.95808,66135.20933,72243.55544,72859.96796,72156.18115,73301.97162,73688.626335,82810.49515,70940.083705,72729.076385
117267.0407,121375.6159,131602.9489,121207.0684,107029.6625,128521.2542,115257.6943,133976.7478,129138.5097,118754.9768,117023.3662,142568.5576,142154.1816,116946.3454,130865.4273,142796.3148,126405.00865,124617.22105,129795.9619,136830.87105
36157.83244,30917.00204,32509.27155,34361.90583,32974.15318,33387.82176,30799.1318,27792.58789,38507.34276,35725.2639,33621.57128,30111.47591,57639.81179,36121.38739,35736.47002,35697.20634,33435.58869,29295.859845,31866.523595,35716.83818
184713.6218,191625.9671,187663.2575,181511.6012,183361.0457,199892.7394,196350.2749,177447.471,179740.8504,196106.7631,187903.4967,173256.2531,185296.2,205531.1218,169211.6552,181380.1448,184587.42935,186898.87295,180579.8749,175295.9
26570.6267,33919.4193,27564.08051,26266.84481,30269.20146,27286.42198,27308.96948,34708.97006,30029.89047,23535.08867,24850.11364,33829.28973,58607.20416,28373.63171,28030.85511,27390.88592,26915.46266,31008.96977,29339.701685,27710.870515
294051.3735,260273.5921,213918.1452,197643.2687,173163.1063,145875.1967,133194.5778,131119.1922,228316.2002,185146.4113,150555.1043,153309.3827,250870.23,256032.4812,203229.4409,198474.5332,205780.70695,132156.885,151932.2435,200851.98705
218396.8202,200372.9849,187367.7084,212693.1893,220768.2059,177443.3217,185923.3374,172636.049,228841.3067,192443.4684,177964.9512,165558.8751,236299.9556,186427.5709,166955.6508,175391.6873,200030.44885,179279.6932,171761.91315,171173.66905
308942.1076,319758.6951,341517.5051,333926.8899,293073.458,283901.8457,311335.1012,303282.665,304752.577,319429.2117,317043.3619,337558.7837,314741.781,361468.9879,344237.1333,367627.9684,337722.1975,307308.8831,327301.0728,355932.55085
222836.0838,252031.917,290158.0512,305341.4327,259440.941,337033.0515,350199.3695,370671.8214,237255.5189,333827.0916,361006.8809,408436.4569,226006.9785,305615.6533,323970.7539,384729.4505,297749.74195,360435.59545,384721.6689,354350.1022
25453.74446,35830.80706,28693.6663,36696.86298,29798.04413,36820.83307,38836.20761,38938.39167,21731.82109,43569.25544,34916.44376,38268.02423,14141.09024,31290.70297,32959.69895,37102.25616,32695.26464,38887.29964,36592.233995,35030.977555
69826.38723,51698.87223,39063.73517,47733.00007,54024.3139,31886.68912,27176.47922,26221.79655,65486.15336,38110.00555,25402.54874,22404.68047,95368.80301,51199.73533,47117.45503,38107.76156,43398.36762,26699.137885,23903.614605,42612.608295
31838.0413,38781.36518,38620.58783,33675.73725,33541.75915,32946.79466,26069.17356,28495.55128,43359.33935,35205.76308,28036.68844,24799.88646,39158.79154,31957.79579,39002.6199,31326.09824,36148.16254,27282.36242,26418.28745,35164.35907
48722.18899,47136.35481,45196.56325,43342.60326,44830.77865,43647.38153,36433.6867,34713.80223,39525.69702,48094.91172,42771.21177,39247.51141,55987.07007,53378.71276,48234.55262,45934.04537,44269.583255,35573.744465,41009.36159,47084.298995
92011.06638,92638.14001,102963.0151,109163.7113,84086.20504,79327.02176,84135.62562,71970.21524,95440.86573,74893.10818,82588.76741,73067.57464,126334.7023,99974.91785,114116.0467,104799.6179,106063.3632,78052.92043,77828.171025,109457.8323
267499.8901,332946.5928,377684.9052,364200.2815,273408.1017,397739.9075,424982.1999,388274.1257,187820.5093,332751.8439,372090.9138,376347.6512,183238.5654,401739.1886,475834.6657,507779.0333,370942.59335,406628.1628,374219.2825,491806.8495
5145.912026,8478.3429,8277.300306,6829.76761,5807.778206,6136.549789,8564.751137,8576.087891,6954.638015,4933.592626,8762.741039,8359.288069,7880.573415,5165.666208,9848.75653,10748.64207,7553.533958,8570.419514,8561.014554,10298.6993
22993.12976,22340.51402,28052.86991,20697.47317,21923.56064,24029.97741,28404.93226,25479.99868,22868.82634,29491.01324,25977.55363,22140.98941,23093.13172,23126.06814,23172.85413,16949.71387,24375.17154,26942.46547,24059.27152,20061.284
97178.45317,75247.07277,82472.4857,61275.84848,91733.46148,86032.56458,62664.02132,60973.51357,90317.65358,103213.9934,87375.37543,90102.79848,104033.6392,93690.36099,70318.20583,68616.88196,71874.16709,61818.767445,88739.086955,69467.543895
446817.4072,491963.4839,497749.4309,467287.167,350509.0863,418997.7476,457833.9946,425347.3191,387144.7831,492198.335,499971.0129,515585.9817,328889.6893,377158.4611,405567.3792,463974.4583,482518.29895,441590.65685,507778.4973,434770.91875
9197.345646,9703.704429,14986.21023,14598.62259,13753.49374,13521.35674,15168.98656,17376.9236,16710.18814,14460.35417,16297.23245,13736.50388,15536.84067,13959.34352,12477.9647,13354.6239,14792.41641,16272.95508,15016.868165,12916.2943
30309.35508,29204.87619,29473.00946,26249.60446,29226.43817,27554.25914,26568.97064,23902.2562,22556.78712,26775.75788,25656.41301,16998.17802,37424.56394,23478.25566,27528.37827,27602.2671,27861.30696,25235.61342,21327.295515,27565.322685
219654.2484,144094.2701,101220.7316,101053.6787,199912.6063,160518.933,115210.091,85602.717,176765.9729,136288.7947,106491.8954,88187.0893,232629.4906,196628.395,156225.8046,118235.1745,101137.20515,100406.404,97339.49235,137230.48955
79242.40874,41396.19518,30136.95688,39911.01526,52161.56776,23064.98682,28795.14989,21873.39467,79265.28006,28419.56082,31487.13641,18836.68557,95236.45523,32081.2766,41265.84532,34425.43692,35023.98607,25334.27228,25161.91099,37845.64112
32369.92333,39944.95588,39343.69289,40518.3801,34103.1954,37276.72652,33412.24346,31745.10954,29663.93935,33893.36555,33048.64692,33543.64869,39009.48827,38195.16503,39156.00799,38763.27666,39931.036495,32578.6765,33296.147805,38959.642325
1442465.722,1340156.294,1279922.183,1186663.918,1142271.536,1438779.786,1384479.683,1403629.76,1111362.725,1229327.231,1563438.244,1606057.139,1364310.098,1434450.794,1356078.197,1330194.863,1233293.0505,1394054.7215,1584747.6915,1343136.53
114730.5729,138619.3631,157213.9868,150667.8024,95399.16461,98710.8759,112783.37,119404.4366,89594.14168,116758.5312,132502.5934,130576.3564,113315.5536,135979.2788,144489.16,167254.9397,153940.8946,116093.9033,131539.4749,155872.04985
210364.3144,190827.9108,118517.7955,135831.5522,148333.1052,123029.1751,106947.6533,90483.3826,232672.3463,155418.9427,110192.6337,98265.53187,246374.4692,164547.8728,140743.6976,157155.4378,127174.67385,98715.51795,104229.082785,148949.5677
118753.7388,113962.1708,105511.8024,93660.17438,96878.57837,83268.8766,83413.98291,85505.51739,124614.3378,100536.9366,92888.42838,91297.94668,129453.8556,121774.035,99272.53673,91718.65642,99585.98839,84459.75015,92093.18753,95495.596575
58812.71724,49241.67338,52873.7408,54226.35733,54281.39011,59500.54941,47508.86058,68073.76742,49194.9657,53611.34162,50410.95348,48437.13483,62542.87877,54704.57143,52273.63218,49863.53508,53550.049065,57791.314,49424.044155,51068.58363
61511.33879,48670.18633,39050.91499,52855.06702,65493.16263,41341.13772,42824.71474,43328.45147,64378.59891,39351.90235,42017.03068,35372.07173,66859.94116,57157.45697,47307.87712,45069.52934,45952.991005,43076.583105,38694.551205,46188.70323
416583.7585,418817.6282,370741.7213,289354.7164,425836.4069,545030.2279,512861.0917,503496.2757,342478.8801,452016.3343,422455.4812,572953.1992,330338.8521,371355.7329,395004.7836,380682.9451,330048.21885,508178.6837,497704.3402,387843.86435
59811.63337,60062.96255,62895.64826,62439.64653,61746.75825,54729.02699,60323.33332,59705.32006,81520.89796,54199.98732,61077.37481,60056.3192,87059.97494,59930.38239,67146.19399,62544.03306,62667.647395,60014.32669,60566.847005,64845.113525
681391.0228,709961.6853,604125.7791,517423.9914,573452.0353,444896.7512,358916.0794,305028.5729,541230.2627,548113.7521,421843.3604,387248.1237,624847.6575,808283.8507,692200.3632,616280.8693,560774.88525,331972.32615,404545.74205,654240.61625
122831.7991,129301.1575,143444.571,156101.7452,128323.0776,111414.4115,124843.8192,130675.8163,138748.999,106349.7822,141682.2727,136170.4448,167144.5932,128516.4613,148675.6652,166078.591,149773.1581,127759.81775,138926.35875,157377.1281
53858.20369,46945.92765,48468.35062,54390.01542,42483.25765,40245.03931,46850.40046,61533.96013,63784.06497,51356.05301,51254.25493,59843.5546,51757.54432,45710.82811,46022.27916,55177.30899,51429.18302,54192.180295,55548.904765,50599.794075
11770.49207,13039.92919,12619.21961,12587.08982,11533.06215,11892.36022,10429.43323,11019.9359,12203.13861,14681.21797,11977.03519,10556.95938,14755.07128,11275.13694,11582.84653,13067.98195,12603.154715,10724.684565,11266.997285,12325.41424
39309.45367,46320.8389,33580.04455,43461.17113,70041.58019,70846.7077,60862.03206,63783.63139,50601.88358,52915.0871,50999.42014,51260.80847,46087.77134,51976.4439,36135.61185,37251.44618,38520.60784,62322.831725,51130.114305,36693.529015
22885.37314,26941.65268,36866.21768,31741.40626,21072.34346,45756.14504,43670.27601,41437.32707,11581.92494,35755.12317,36776.7945,39929.92983,7397.764351,43647.3775,36660.29015,46951.70452,34303.81197,42553.80154,38353.362165,41805.997335
27739.86845,31052.25699,30768.36289,36544.18598,29312.3363,29400.242,30296.68829,29720.08195,34069.44027,31261.41854,31325.19858,24572.3025,23974.03792,30673.08331,31830.04867,30142.65374,33656.274435,30008.38512,27948.75054,30986.351205
15233.15061,16927.1613,17366.83735,20073.94724,12884.78379,15993.05318,15702.40009,13456.85723,20343.78654,16572.42225,16953.97427,16551.65155,17633.04731,17538.22407,15576.05671,15471.05235,18720.392295,14579.62866,16752.81291,15523.55453
694076.0521,437302.9458,306056.3605,165240.1502,530926.0334,431914.539,276431.2415,272320.4941,1030129.417,580450.9718,323810.1291,227570.0863,1071471.637,500219.6638,250535.2648,204685.7028,235648.25535,274375.8678,275690.1077,227610.4838
29619.79995,39830.76796,42602.11726,38678.07676,32403.11119,39360.55452,31888.77167,30915.26707,41180.94356,36618.47635,36266.45227,35644.08364,32491.81117,43613.30893,41022.52097,41834.16629,40640.09701,31402.01937,35955.267955,41428.34363
740699.9768,717964.7313,732226.4754,763224.3704,854511.3588,853601.3824,897965.0617,905607.768,713511.503,757465.8873,830156.2489,834404.9539,758024.2467,648285.717,755636.8363,702087.7033,747725.4229,901786.41485,832280.6014,728862.2698
67416.82923,72982.61254,66406.04615,68048.05535,64205.63657,64036.45052,60326.72887,55585.89181,62384.69217,66830.29821,63961.5812,60738.24782,56427.98891,63228.57074,60561.48676,72275.64475,67227.05075,57956.31034,62349.91451,66418.565755
28900.0878,16336.93882,21320.90674,22430.07452,17897.34833,16396.72432,18526.91399,17009.01249,22813.26032,19364.77974,18044.11033,19178.40098,45308.20287,25448.5815,23953.47609,31764.80663,21875.49063,17767.96324,18611.255655,27859.14136
18536.25643,22799.30136,17141.58816,17298.63132,22481.68361,19806.46947,14587.56171,12499.75541,24945.60068,19338.81066,12765.77575,11656.94852,27516.08243,20345.47211,19065.98327,15908.96649,17220.10974,13543.65856,12211.362135,17487.47488
133945.0141,140302.7808,121481.9299,153431.2885,129071.2072,89887.58918,107343.8305,86306.94239,149030.5018,108019.4589,117371.8459,89845.71325,148015.9648,130107.8403,117364.2768,111404.7204,137456.6092,96825.386445,103608.779575,114384.4986
638196.6324,616762.72,622639.5772,633063.4359,595776.0579,611681.6033,653258.2725,736937.4209,543253.3463,610037.5118,626572.5578,678576.589,523860.9364,554712.5924,614739.7388,628746.1045,627851.50655,695097.8467,652574.5734,621742.92165
138604.2197,116552.699,108437.1811,88606.71478,137512.5959,100869.4962,90004.20188,77906.8325,126492.8705,124752.2432,108632.3509,92223.70183,115940.7363,141749.227,121036.3996,96977.13389,98521.94794,83955.51719,100428.026365,109006.766745
12864.29459,12118.59141,10036.31905,10926.76841,10393.92093,10734.87525,11892.463,7152.264059,5030.526913,13007.24664,6099.486252,6821.471477,10681.65126,9760.957226,10293.30164,10123.49771,10481.54373,9522.3635295,6460.4788645,10208.399675
106486.2147,114879.0418,125424.9464,122566.7033,76029.87315,62281.75631,58531.90206,59897.15536,103294.8353,82297.57479,88713.19509,84176.19215,133466.1,117938.2691,114218.4074,118465.3635,123995.82485,59214.52871,86444.69362,116341.88545
3753147.584,5165305.126,5732831.156,4811100.878,3198178.739,4575393.058,4763421.631,4203639.102,3004935.418,4425015.644,5226475.993,5194536.381,3103685.584,5064058.906,4984911.286,5167267.432,5271966.017,4483530.3665,5210506.187,5076089.359
71113.43698,63732.35648,64374.7496,56578.8185,45811.70565,36183.44951,35069.96568,35807.80723,67321.88322,45605.78522,44581.25583,42301.01981,86748.05499,50020.58611,59107.28094,53129.62535,60476.78405,35438.886455,43441.13782,56118.453145
461809.0604,538886.0767,509549.3891,416057.3836,696439.6719,695251.6529,596913.0441,525011.5789,501799.161,639031.0428,568563.7542,500560.2563,402063.2167,613529.8413,471117.3318,471939.4804,462803.38635,560962.3115,534562.00525,471528.4061
43450.57468,39121.071,26935.76494,31231.48278,32435.98243,29649.19195,25946.48506,20100.59004,34894.31746,33292.09741,26890.51569,22767.2267,46025.17605,28860.09116,30206.51541,25731.87019,29083.62386,23023.53755,24828.871195,27969.1928
59905.61846,87427.98446,113506.4839,98521.17347,84523.73029,89516.74669,89808.82251,86055.20331,72531.65906,138256.5297,109010.7424,91611.69939,46501.9617,84932.89038,89957.38406,96433.3575,106013.828685,87932.01291,100311.220895,93195.37078
57446.79928,48998.34835,51571.47412,51179.11031,55106.82882,57954.42161,48666.11602,45199.47233,71278.43575,59306.80103,49301.69096,44960.29645,59180.65136,54468.18425,46315.97391,42123.18923,51375.292215,46932.794175,47130.993705,44219.58157
141351.7041,122333.5983,116630.618,114505.7992,115562.1016,98763.64008,90805.66787,95385.68465,131302.7214,113598.1475,89494.67173,85033.18833,122916.5195,119821.6718,115643.0272,113676.7598,115568.2086,93095.67626,87263.93003,114659.8935
1.999851006,5718.480937,2020.801342,1965.86555,6241.269779,2368.529707,1974.248472,2318.637176,1,5495.769928,4306.953255,4244.831903,8181.005159,5587.638646,1167.883004,1,1993.333446,2146.442824,4275.892579,584.441502
81178.38998,99277.90239,113838.5402,116706.1035,87784.78423,109827.8366,107459.657,125918.4763,117542.4679,126199.7434,115432.0473,130131.525,81477.09443,104342.4321,106825.512,130004.2455,115272.32185,116689.06665,122781.78615,118414.87875
74724.45309,64980.49168,84491.24868,70160.29705,81499.24045,80901.41129,79160.43387,88550.25427,74903.32439,76528.53406,76995.54481,74308.66175,53526.08253,67476.15186,73175.13955,72181.67431,77325.772865,83855.34407,75652.10328,72678.40693
54339.89863,55291.1235,59024.35676,53860.59739,58057.51345,57880.26457,58884.89376,54007.99804,42171.71521,57744.79128,53441.30239,55961.31461,32885.26964,65845.69238,57161.37876,70998.7352,56442.477075,56446.4459,54701.3085,64080.05698
197781.856,186165.8064,183973.8928,189246.0105,181699.233,165526.7878,157649.1327,155540.2759,213250.1907,171675.4621,171785.8851,155058.2081,190376.287,157452.2777,167111.8564,162695.6722,186609.95165,156594.7043,163422.0466,164903.7643
51035.00164,42142.89561,38097.78412,39193.46979,39792.05392,27850.58462,32574.28313,33045.756,41908.85428,31890.25793,32732.47375,32802.52069,42364.55604,39683.69188,43708.53443,40571.07537,38645.626955,32810.019565,32767.49722,42139.8049
112959.3187,99923.17146,100908.304,94806.1464,115500.5606,117972.3601,107761.3509,110423.5873,147473.8495,108176.4409,106712.8817,107275.254,122924.5703,105739.2902,91119.04774,93116.71743,97857.2252,109092.4691,106994.06785,92117.882585
31684.44816,35712.44317,37909.08367,49364.02691,30574.83302,33760.06404,35347.13271,31079.72652,43403.73684,39130.54189,40824.84391,33826.96419,25354.94893,36388.48832,41820.54003,39129.33014,43636.55529,33213.429615,37325.90405,40474.935085
11531.77096,19038.95381,12946.46709,15067.18527,18919.91923,26483.29694,18192.68468,19244.03543,13745.73839,20321.99446,14075.98675,14356.57982,19597.05847,12378.94075,13200.08226,16004.63435,14006.82618,18718.360055,14216.283285,14602.358305
89237.37629,71990.96083,65797.43107,68139.18145,84172.9721,65511.85937,61482.95018,53225.8952,87859.21709,82449.22516,68625.68393,58689.35571,76048.93367,80713.4843,69407.92295,61704.49185,66968.30626,57354.42269,63657.51982,65556.2074
2391217.574,2911019.567,3237018.388,2554538.581,1897000.458,2943025.289,2925047.068,3197578.13,1918824.274,2632654.194,3253557.335,3581018.86,2366995.335,3057577.177,3086310.088,3074467.669,2895778.4845,3061312.599,3417288.0975,3080388.8785
28619.96906,29800.31199,31433.98765,28322.58051,29627.72807,28284.97134,33512.48004,34020.63963,35964.65315,34162.01891,37517.48702,34692.40998,29582.33822,25581.40063,27440.66219,32111.95125,29878.28408,33766.559835,36104.9485,29776.30672
56172.72538,47405.76827,44669.13552,44272.81317,47214.25216,47331.53796,43757.06571,41527.16165,52154.42996,44101.31761,47055.22748,48899.77022,63494.67204,53557.37233,53311.34323,49654.93851,44470.974345,42642.11368,47977.49885,51483.14087
86576.47195,82343.38773,76319.12233,84150.09754,85130.64076,70409.76881,78417.70731,78872.38356,104731.7263,72816.65888,84986.10335,100326.2609,158093.6608,69722.69828,75064.92618,95417.82333,80234.609935,78645.045435,92656.182125,85241.374755
48771.98038,54043.70246,45036.7771,49728.4962,78432.79208,91583.80885,79490.08808,89613.64216,65510.55572,75430.95801,64513.2951,67934.1855,69144.2109,56788.38006,52468.3297,58419.91465,47382.63665,84551.86512,66223.7403,55444.122175
9680.433621,17835.60584,11508.36356,8239.331115,27030.81936,28923.49468,21390.00052,22587.27429,19121.28243,33390.9014,20514.64501,17319.61389,9444.410162,13301.20867,9987.80652,11084.40169,9873.8473375,21988.637405,18917.12945,10536.104105
48755.83861,41387.28789,29356.26426,35316.84389,46164.24516,22732.4202,26498.44324,27101.24471,55407.51084,34524.57465,30755.42437,26698.00197,48275.61132,42629.54525,29662.63614,29613.98308,32336.554075,26799.843975,28726.71317,29638.30961
32692.74133,26076.67923,27316.32306,23062.37756,29217.0571,26313.1144,23792.22141,19937.34005,26290.05414,28491.00108,21265.82071,20826.36497,30082.78462,25691.32424,28054.39324,21849.103,25189.35031,21864.78073,21046.09284,24951.74812
38106.7988,40226.08166,38417.13156,36485.15906,39609.04488,43883.65449,36581.88285,39629.3575,48138.32097,45945.15611,37222.81371,37105.74256,41966.98889,30763.314,35887.098,39447.81124,37451.14531,38105.620175,37164.278135,37667.45462
55743.40494,60030.95836,61813.62396,58744.5387,56205.53752,62355.90501,62771.30931,48245.06411,51922.72949,52479.63904,49578.15778,47706.8588,49042.54757,61069.31616,62563.66127,66156.48105,60279.08133,55508.18671,48642.50829,64360.07116
27470.49832,34339.73012,35241.24036,38371.49721,26596.26006,25746.99222,30691.61802,30587.90494,20614.97944,31100.31927,35289.35968,30144.74565,39536.31373,39321.91381,42454.97679,43678.00794,36806.368785,30639.76148,32717.052665,43066.492365
64201.46992,62077.28815,56282.39043,55774.51942,64311.83079,58280.3824,47545.97116,44894.35587,69527.32047,52978.43138,54573.43403,45205.11938,75272.96678,54539.35602,56890.83561,48462.90987,56028.454925,46220.163515,49889.276705,52676.87274
20053.71486,42265.75763,38690.74851,32591.64566,30893.54579,36473.12757,35639.09508,36911.78446,19946.50354,32907.87469,37406.54268,34577.9222,15686.0229,28065.22783,30884.66692,33596.67393,35641.197085,36275.43977,35992.23244,32240.670425
34482.07257,29057.20034,19873.51091,23585.55226,29331.16482,19932.76167,18363.83599,17117.78594,24889.08918,18905.38849,17942.86719,16349.59391,41850.4811,13859.17536,25061.8622,22045.51364,21729.531585,17740.810965,17146.23055,23553.68792
231741.4632,203186.0343,179914.5406,188380.6736,222022.6967,197061.0031,185368.4795,167719.294,234311.0364,194829.7778,166641.7651,163348.5472,197183.7765,199068.8519,189063.5529,172065.8154,184147.6071,176543.88675,164995.15615,180564.68415
44577.13605,52722.95001,63938.68703,56171.48207,41053.22521,47901.63919,49969.36011,48588.09152,43847.61791,46552.66061,43667.81211,40514.28208,56272.27334,68100.80254,59934.19657,58921.53099,60055.08455,49278.725815,42091.047095,59427.86378
30459.00226,33003.21104,44606.00149,41057.87553,29966.98837,33397.84419,31576.74446,40015.69612,44975.51143,36259.37946,34288.23016,37668.20051,43647.70313,37864.25882,39659.40033,40460.24854,42831.93851,35796.22029,35978.215335,40059.824435
125911.6317,99369.81498,83356.29586,80131.41065,97063.87826,78210.34456,61446.39899,67539.82265,114501.2335,85903.34776,85695.64654,71312.92097,138511.5253,87717.70794,77458.42432,70589.99203,81743.853255,64493.11082,78504.283755,74024.208175
738060.158,526552.9158,416869.695,275543.8575,454345.4751,442137.8829,305597.4566,516060.1355,568993.8689,461322.6347,478989.9411,734577.1346,1058275.494,598419.9323,581897.909,544356.5652,346206.77625,410828.79605,606783.53785,563127.2371
24696.16556,24503.44902,21788.51354,23570.82514,26672.87043,19457.68185,27548.38513,27594.65239,33080.32249,19235.60107,25571.17546,22341.29432,19477.73128,24855.53155,23172.46394,21484.38957,22679.66934,27571.51876,23956.23489,22328.426755
8497.023725,13088.73668,8239.899457,8272.630413,8499.526283,9105.677798,8587.787868,5632.825392,11295.68085,9381.085081,6387.014781,6091.149738,16179.05354,10271.21436,8439.069812,6631.655203,8256.264935,7110.30663,6239.0822595,7535.3625075
11394.07449,8475.339493,12210.86205,14201.06148,7649.736744,9165.780723,10749.21074,10678.70253,13346.47803,10306.14387,10434.76233,11008.0622,11228.00447,9408.872663,8815.613225,8656.010448,13205.961765,10713.956635,10721.412265,8735.8118365
5362575.101,4002016.773,3649405.098,1690878.226,3357658.325,2791247.89,2361945.861,2571119.907,3964875.67,3170629.316,3270589.069,2883379.119,6266417.274,3692846.886,2766723.052,2867608.59,2670141.662,2466532.884,3076984.094,2817165.821
35183.34449,43819.69204,50258.1039,73764.50579,31229.37974,29891.13509,36325.05421,43756.96048,32877.89455,35705.32558,50943.01446,57976.7042,59264.72921,31061.26444,52779.1658,75210.09473,62011.304845,40041.007345,54459.85933,63994.630265
754693.7408,581478.6739,536592.7761,451182.1015,871216.3392,664717.1507,506880.0102,498185.4411,953778.8409,741025.5612,583794.6055,538046.6981,769688.5735,580344.2894,475942.303,487948.9994,493887.4388,502532.72565,560920.6518,481945.6512
1757993.833,1809796.482,1521395.232,1163326.859,1295791.774,1260937.882,1362379.012,1320937.444,1436329.047,1114464.274,1240979.292,1166408.03,1569264.219,1751236.968,1415127.013,1414121.46,1342361.0455,1341658.228,1203693.661,1414624.2365
25006.80668,26347.55928,21701.18546,26984.86084,23952.01104,23598.81546,22097.68997,19161.6538,31729.60814,19411.01887,22116.98397,15712.37381,31093.87738,22487.90007,24494.98347,22845.95776,24343.02315,20629.671885,18914.67889,23670.470615
580091.6833,603924.5419,621467.8565,564205.4064,526155.0109,623162.4262,667607.9483,690998.0891,575655.6511,692817.8017,649510.302,674022.1639,570551.3712,661662.9066,652572.0931,656088.5002,592836.63145,679303.0187,661766.23295,654330.29665
58860.80136,98910.32839,102024.7924,88647.30897,77818.81172,131694.2424,114681.1358,108127.8625,40729.77149,107949.9992,123775.4715,124270.2993,20414.09188,71436.72635,92515.37667,91860.96493,95336.050685,111404.49915,124022.8854,92188.1708
60166.80415,50148.90069,55761.75758,59050.68567,56525.56663,45544.48218,48561.13069,51332.62766,48747.2653,48412.98624,61144.2796,65760.85935,56325.4993,48290.2817,66837.35082,83571.19671,57406.221625,49946.879175,63452.569475,75204.273765
71567.69691,85339.54361,78714.83036,78866.14136,88729.47164,89667.77067,74777.29437,75317.68453,88902.76624,79083.34776,70172.16662,69082.3698,97464.62353,90033.44579,86662.52071,77440.46918,78790.48586,75047.48945,69627.26821,82051.494945
252693.3239,233071.3204,197569.4902,204556.1052,280490.1916,219678.6743,207347.7126,210712.6845,300265.1196,239734.2415,231138.37,191215.3863,257089.101,238721.7954,221831.2196,201871.3662,201062.7977,209030.19855,211176.87815,211851.2929
13486.15626,13475.04151,14711.41159,14380.09868,17354.22999,14266.11953,13854.73792,14462.04266,13071.46497,14470.97327,13084.15664,11325.852,14252.17258,14573.0624,13753.32585,14193.91512,14545.755135,14158.39029,12205.00432,13973.620485
49147.92736,63927.7026,75163.45394,76222.76351,64080.90667,61004.79055,68790.20499,68166.44678,50920.41101,67629.30263,76974.96346,85721.072,68689.3788,70334.18633,86691.41655,93646.44898,75693.108725,68478.325885,81348.01773,90168.932765
