"","B73_S1","Mo17_S1","H_S1","acs_S1","S1_HMP","S1_acs_B73","S1_B73_Mo17","HP","LP","Category","B73_S2","Mo17_S2","H_S2","acs_S2","S2_HMP","S2_acs_B73","S2_B73_Mo17","HP.1","LP.1","Category.1","B73_S34","Mo17_S34","H_S34","acs_S34","S34_HMP","S34_acs_B73","S34_B73_Mo17","HP.2","LP.2","Category.2"
"Zm00001d033872_T001",516928.0023,1111488.473,925745.5623,727005.5912,0.185217910800353,0.492003103501483,-1.1044577254034,"Mo17","B73","Additive",577900.0225,1165633.366,918032.8486,682705.4525,0.0746036896267283,0.240443348078652,-1.01222224873979,"Mo17","B73","Additive",631004.8596,914546.5363,818207.44665,731350.602,0.082416942120165,0.212912069282273,-0.535405466772583,"Mo17","B73","Additive"
"Zm00001d031677_T001",271038.4995,413050.4233,277446.1097,228961.2913,-0.301976295264152,-0.243394079143264,-0.607820117104005,"Mo17","B73","Additive",250493.128,597978.4715,362117.6562,262242.6504,-0.228407848185847,0.0661313152351669,-1.2553225200291,"Mo17","B73","Additive",297967.26835,703374.07465,541901.62975,289340.5365,0.114169038893026,-0.0423854011462785,-1.23913830068823,"Mo17","B73","Additive"
"Zm00001d045599_T001",1178221.629,1007173.002,1038561.188,1034939.463,-0.0733076034415939,-0.18706456014836,0.22629942617627,"B73","Mo17","Additive",1091291.017,933384.1074,936638.0376,1104318.116,-0.112126901099828,0.0171199430592082,0.225493071602215,"B73","Mo17","Additive",940799.47815,692760.3103,783447.47405,876497.2086,-0.0601108004333855,-0.10213776351975,0.441530982540046,"B73","Mo17","Additive"
"Zm00001d049723_T001",1945923.44,2029644.312,2051058.319,1754746.498,0.0452076066212526,-0.149192325597197,-0.0607719722017064,"Mo17","B73","AHP",2071572.504,2224379.379,2065914.837,2240911.779,-0.0561970510880372,0.113359538637905,-0.102676553079023,"Mo17","B73","BLP",1815566.51,2130556.0975,1938944.3015,1942424.4155,-0.0251644209354182,0.0974386792879661,-0.230810256514825,"Mo17","B73","Additive"
"Zm00001d025047_T001",2041467.141,4503105.684,2984977.308,2349493.747,-0.132579064106376,0.202743581668162,-1.14131399043111,"Mo17","B73","Additive",1560947.669,3011331.616,2087262.259,1924477.354,-0.131301646554299,0.302044522986803,-0.947979418736173,"Mo17","B73","Additive",1179140.8905,2235096.001,1696294.293,1306205.9955,-0.00917667373555303,0.147646325286483,-0.922600688757526,"Mo17","B73","Additive"
"Zm00001d034640_T003",758949.8733,623189.8311,701425.4513,715472.6075,0.0214582366720625,-0.0851080693091516,0.284332910050498,"B73","Mo17","Additive",792574.947,707472.5262,797395.3997,789649.5778,0.0883590277708963,-0.00533479336278242,0.16387324117503,"B73","Mo17","AHP",859093.81085,813485.05275,866704.498,938004.45935,0.0515378601750003,0.12677910286774,0.078699841005746,"B73","Mo17","AHP"
"Zm00001d047302_T001",445325.9292,505259.285,425361.7991,435073.8049,-0.160125487998279,-0.0336014583364593,-0.18216231336551,"Mo17","B73","BLP",411170.6245,592511.8923,444835.661,406480.9258,-0.173958636643201,-0.016549541789032,-0.527106913698717,"Mo17","B73","Additive",426748.29105,576770.40625,464382.07955,494558.7411,-0.111683291912794,0.212756511062106,-0.434611766775494,"Mo17","B73","Additive"
"Zm00001d048760_T001",668989.1987,542668.6236,557604.4715,605804.1446,-0.119668297146676,-0.143131469387489,0.301911421406199,"B73","Mo17","Additive",491568.2404,362966.1863,400281.6386,499348.9159,-0.0941231759609006,0.0226565310464166,0.43755655410155,"B73","Mo17","Additive",374414.48505,305077.1951,333684.1553,399311.5517,-0.025972703380454,0.0928785585177184,0.295461909142677,"B73","Mo17","Additive"
"Zm00001d034479_T001",13770446.66,6692723.748,7374549.464,18907364.16,-0.472402864517939,0.457372898233173,1.04090998438732,"B73","Mo17","PD-L/LP",9423291.692,11145320.2,9197232.423,9600198.867,-0.161172730108517,0.0268331892933748,-0.242135057945857,"Mo17","B73","BLP",7875648.6515,12432676.142,16359088.785,11436389.22,0.688021152629489,0.538160969569269,-0.658666214641468,"Mo17","B73","AHP"
"Zm00001d029206_T001",244662.999,249189.692,280381.3213,252885.7904,0.183309470518665,0.0476900390257972,-0.0264484554436992,"Mo17","B73","AHP",256937.7997,217875.2681,213871.2896,227789.2871,-0.150616815390106,-0.173719250708429,0.237916709975226,"B73","Mo17","BLP",250294.2798,232253.1624,227968.34735,235168.1678,-0.081837264688824,-0.0899325290072167,0.107927079465689,"B73","Mo17","BLP"
"Zm00001d016326_T001",462451.9486,501853.8097,469099.7348,436466.7371,-0.0395959778728742,-0.0834317581424826,-0.117963698331684,"Mo17","B73","Additive",481055.8862,431311.3079,446904.497,463290.8904,-0.0296480107342842,-0.0542861922118271,0.157474967014385,"B73","Mo17","Additive",444261.207,404164.55095,400587.5255,417015.40895,-0.0826709257292569,-0.0913074773204752,0.136465381075252,"B73","Mo17","BLP"
"Zm00001d002052_T001",1465563.55,1013841.923,973901.6997,296597.6248,-0.348146156807452,-2.30487657813116,0.531622801136763,"B73","Mo17","BLP",1446694.908,1063118.963,1024279.091,288781.3668,-0.29297150917205,-2.32471114294434,0.444457662013342,"B73","Mo17","BLP",1120158.60295,849987.19075,727723.70185,346707.54215,-0.436839690255186,-1.69191189168264,0.39819001233232,"B73","Mo17","BLP"
"Zm00001d025397_T002",370174.0934,321482.2463,375086.149,586896.7897,0.117166598609485,0.664902884796283,0.203464864236961,"B73","Mo17","AHP",290337.9689,277910.5094,261963.8709,273381.226,-0.117154061434289,-0.0868190808396305,0.0631128603138224,"B73","Mo17","BLP",270153.1502,254730.74915,245520.71425,260288.34775,-0.0961535961060256,-0.0536667765382559,0.0848043837840695,"B73","Mo17","BLP"
"Zm00001d028144_T001",983776.6135,542633.1948,713640.6483,873845.5317,-0.0968726495935946,-0.170952480153961,0.858353454384761,"B73","Mo17","Additive",1128388.478,522464.6882,702171.5412,1062649.53,-0.233316376090671,-0.0865979763417677,1.11085840149093,"B73","Mo17","Additive",1195944.087,615994.87025,752083.58015,1132399.446,-0.268569448241787,-0.0787669934146648,0.95715970004984,"B73","Mo17","Additive"
"Zm00001d051634_T001",1159252.572,1052628.413,1067464.208,735370.3394,-0.0510860631670896,-0.656652034754873,0.139198685266048,"B73","Mo17","Additive",1210517.755,1003386.714,1126491.5,821080.3793,0.0252434571787641,-0.56002887387973,0.270746499509513,"B73","Mo17","Additive",1370782.699,1088368.331,1234841.0435,903926.49865,0.00616499949106158,-0.600722516397981,0.33283300523692,"B73","Mo17","Additive"
"Zm00001d028963_T001",1972590.717,1851849.799,1863371.264,1744818.617,-0.0373335588409487,-0.177014580967584,0.0911245611944087,"B73","Mo17","Additive",2196679.537,2084106.097,2184092.075,2143148.843,0.029158084904646,-0.0355923677309297,0.0758956935401878,"B73","Mo17","Additive",2541036.8085,2187182.294,2158496.094,2215635.1385,-0.131270408473942,-0.197696949899069,0.216343804891733,"B73","Mo17","BLP"
"Zm00001d026211_T001",415087.252,506064.5159,335365.3778,359788.1909,-0.457705115948203,-0.206266790426224,-0.28590669425083,"Mo17","B73","BLP",451645.6722,516548.0826,407307.6918,453556.514,-0.249176729158195,0.00609093995939431,-0.193711263304579,"Mo17","B73","BLP",458464.2531,498899.17825,411504.80245,443513.31895,-0.218157432468729,-0.0478318197756801,-0.121939043165523,"Mo17","B73","BLP"
"Zm00001d050146_T001",1480191.42,1123329.9,1326805.599,1592347.622,0.0274927844190142,0.105371563084602,0.398002077590386,"B73","Mo17","Additive",1259658.845,1009787.841,1144627.001,1264038.164,0.0125369478491669,0.00500696250211308,0.318980848792823,"B73","Mo17","Additive",1133783.7305,1060125.585,1146438.166,1102509.018,0.0636546505192765,-0.0403550157308882,0.0969102921215188,"B73","Mo17","AHP"
"Zm00001d023534_T001",878541.5007,554661.4785,646670.9928,834035.877,-0.148139144455503,-0.0750009939592347,0.663502905034094,"B73","Mo17","Additive",1106596.404,771397.0396,843946.8269,1063705.807,-0.153968016788544,-0.0570299461431861,0.520583626272289,"B73","Mo17","Additive",1290568.896,806361.5197,987808.07665,1211983.6975,-0.085976318165411,-0.0906368674989821,0.678508461738876,"B73","Mo17","Additive"
"Zm00001d034440_T001",532971.4804,537625.8341,526570.5022,501316.062,-0.0237173280496086,-0.08833787730641,-0.0125441288051897,"Mo17","B73","BLP",670794.9635,571458.789,724189.8001,698086.3506,0.221479862462891,0.0575336464878081,0.231222395211437,"B73","Mo17","AHP",724932.1945,617656.1701,775685.5432,763153.48045,0.20852677423624,0.0741271706431658,0.231042102707432,"B73","Mo17","AHP"
"Zm00001d002384_T001",810585.3038,985066.2972,796595.8906,701561.7472,-0.17258751777332,-0.208393932367058,-0.281256805443417,"Mo17","B73","BLP",990137.5609,1314552.193,1020994.486,943440.0239,-0.174597480357805,-0.0696981681818236,-0.408870544440881,"Mo17","B73","Additive",1099479.235,1340409.0935,1235469.58,1038547.1794,0.0182443703123545,-0.082253600594263,-0.285853021705603,"Mo17","B73","Additive"
"Zm00001d044159_T002",1361140.405,622307.0437,1104403.696,2532996.026,0.155257447286915,0.896028921537558,1.12911741123325,"B73","Mo17","Additive",876540.4403,727215.9058,659596.6412,866149.8409,-0.281799016692342,-0.0172040253271141,0.269436898309351,"B73","Mo17","BLP",897023.08155,758508.2715,906520.1368,871149.0491,0.131116639177013,-0.0422255304006724,0.241980194923543,"B73","Mo17","AHP"
"Zm00001d022456_T001",25171222.74,42930082.84,39300434.42,11455017.61,0.206862803247757,-1.13579562333083,-0.770213656828176,"Mo17","B73","Additive",24860718.55,36708479.53,32375374.19,18950639.7,0.0726880893478682,-0.391621446245495,-0.562245363813018,"Mo17","B73","Additive",28343304.225,42797353.155,36442873.47,25037805.52,0.0349624123454631,-0.178899835132668,-0.594513618927314,"Mo17","B73","Additive"
"Zm00001d028536_T001",1087812.584,1342210.523,1030731.096,1120830.707,-0.237302030536846,0.0431383660727199,-0.303180952726292,"Mo17","B73","BLP",1232215.409,1827081.61,1408665.069,1293000.203,-0.11887155082509,0.069468019699331,-0.568286594112414,"Mo17","B73","Additive",1199106.7165,1691719.4335,1375307.42,1318321.8795,-0.0717277121635705,0.136742600105549,-0.496530262216653,"Mo17","B73","Additive"
"Zm00001d043609_T001",1854795.411,1696344.776,1792279.918,1583942.666,0.013513660678395,-0.227739947312927,0.12883064011508,"B73","Mo17","Additive",1669643.651,1684651.625,1663200.526,1482211.633,-0.0120475742405068,-0.171788770684478,-0.0129100585170896,"Mo17","B73","BLP",1564190.231,1630524.2355,1612030.283,1452912.1525,0.0131918526486911,-0.106468502656486,-0.0599199064011719,"Mo17","B73","Additive"
"Zm00001d041243_T001",1691481.887,1671571.753,1802818.899,1350904.877,0.100482689325658,-0.324361636412869,0.0170824436696765,"B73","Mo17","AHP",1650557.71,1700910.612,1774238.729,1499251.016,0.0824068439393499,-0.138711631266859,-0.0433537432586387,"Mo17","B73","AHP",1621680.5015,1781676.8145,1866231.9795,1572906.011,0.133169702883156,-0.0440571471297188,-0.135746052139369,"Mo17","B73","AHP"
"Zm00001d009556_T001",560686.079,521266.0941,621866.6373,446065.3734,0.201040397499825,-0.32993808953277,0.105173227800238,"B73","Mo17","AHP",624212.0343,579027.5767,675363.9951,539967.6097,0.166813206922301,-0.209163302618148,0.108404112034572,"B73","Mo17","AHP",717490.6721,641947.103,692074.5751,564769.7297,0.0259892931359703,-0.345297310131798,0.160505652908401,"B73","Mo17","Additive"
"Zm00001d024416_T001",543057.0596,563286.8283,617528.5037,578376.0521,0.158777742711103,0.0909040265981613,-0.0527659449594345,"Mo17","B73","AHP",562947.1213,479399.2685,527713.4287,533479.1559,0.0179918114043194,-0.0775675104009794,0.231771705938154,"B73","Mo17","Additive",521358.1504,487005.16805,530631.65965,521712.379,0.0737671174283232,0.000979883622061861,0.0983376997646351,"B73","Mo17","AHP"
"Zm00001d035515_T001",514657.2325,386194.7395,481282.0458,518923.1677,0.0955925427898529,0.0119090464636679,0.414283388069188,"B73","Mo17","Additive",566257.2541,455491.062,514543.8824,592786.495,0.0103261606774082,0.0660549531250625,0.314034882458087,"B73","Mo17","Additive",597521.98265,408690.5612,508476.50375,594282.9776,0.0153179350080227,-0.00784173280649175,0.547982865998262,"B73","Mo17","Additive"
"Zm00001d021598_T002",1207772.911,949873.0034,1114442.798,1133124.461,0.0468644406429283,-0.0920428867000987,0.346542675134447,"B73","Mo17","Additive",994613.611,878725.485,963822.1122,1102651.806,0.0412267374948279,0.148769211165958,0.178723638219865,"B73","Mo17","Additive",902094.42655,718289.3201,856293.0804,1035980.6725,0.0798410532077025,0.199646727709763,0.328713390254582,"B73","Mo17","Additive"
"Zm00001d003252_T001",867652.9884,824129.0588,946092.1886,821033.971,0.161508956246984,-0.0796762464606903,0.0742478809948875,"B73","Mo17","AHP",805548.4793,783304.8834,982913.6491,817705.3899,0.30715060097677,0.0216097344790011,0.0403974627543676,"B73","Mo17","AHP",695476.2856,653738.98135,747025.51345,717864.71165,0.147108873613009,0.0457106577413157,0.0892865972821901,"B73","Mo17","AHP"
"Zm00001d011532_T002",314672.4103,400221.3923,343578.4286,353931.4879,-0.0570894851769398,0.169619426165168,-0.346947590794346,"Mo17","B73","Additive",380521.7917,431611.771,415990.1867,372157.6009,0.034832484121097,-0.0320653745966346,-0.181755134550687,"Mo17","B73","Additive",351940.1478,425152.5896,412335.56175,363712.38345,0.0857321128086467,0.0474679467559235,-0.27265062552199,"Mo17","B73","Additive"
"Zm00001d013010_T001",693897.5839,656962.9151,704199.168,690210.3012,0.0601767300303752,-0.0076867375836392,0.0789108091938813,"B73","Mo17","AHP",881432.0157,803565.2196,808144.8589,805432.3868,-0.0600604018196898,-0.130085814801315,0.133434177854709,"B73","Mo17","Additive",987116.14075,953482.175,1016564.11995,970106.287,0.0671996906288968,-0.0250770164591261,0.0500138691574734,"B73","Mo17","AHP"
"Zm00001d001937_T002",679365.8468,681141.3515,622626.8891,685699.0504,-0.127704801485193,0.013386831648724,-0.00376552697867887,"Mo17","B73","BLP",792372.1124,783128.3912,720006.484,719539.1216,-0.129728411625569,-0.139104976408681,0.0169292535677219,"B73","Mo17","BLP",874782.86055,825284.38685,867543.0798,821770.35345,0.0294154904983462,-0.0901896700790205,0.0840336072257946,"B73","Mo17","Additive"
"Zm00001d005920_T001",365030.1452,348931.4221,394805.8933,303075.0754,0.145297109412677,-0.268340399502201,0.0650720891794656,"B73","Mo17","AHP",372783.9268,406218.7967,491738.8071,317733.0303,0.336263842270489,-0.230524582275273,-0.123917340941197,"Mo17","B73","AHP",377211.23955,424951.51585,477706.1826,425461.4056,0.252228565624443,0.17365560445885,-0.171925584880547,"Mo17","B73","AHP"
"Zm00001d022112_T001",3995392.693,1862103.931,2721855.213,3987174.026,-0.105693891756492,-0.00297073227963026,1.10140371014732,"B73","Mo17","Additive",4789898.387,2120225.53,3595399.001,5388293.234,0.0574403010460812,0.169833314301324,1.1757773174065,"B73","Mo17","Additive",5394870.3975,2288506.915,4129697.872,6055319.4265,0.104295635439722,0.166614764233877,1.23718165063544,"B73","Mo17","Additive"
"Zm00001d038330_T001",475918.8773,378577.1196,431754.9411,439457.0321,0.0151389551211633,-0.114993567270839,0.330128459823604,"B73","Mo17","Additive",431579.8719,386541.0035,374510.0332,482352.2573,-0.127309644356784,0.160459536200761,0.159006121238017,"B73","Mo17","BLP",371578.54515,382171.12975,370381.8742,372574.1815,-0.0250719772497819,0.0038604991430745,-0.0405515940281912,"Mo17","B73","BLP"
"Zm00001d015499_T003",357017.1094,377119.4739,407781.7199,381667.573,0.151748607527364,0.0963234039479441,-0.0790284366077652,"Mo17","B73","AHP",369257.4181,433026.1544,365562.6109,349001.5819,-0.133993735408113,-0.0813933282515448,-0.229827261174356,"Mo17","B73","BLP",331952.8698,379062.27785,346412.34755,342397.17935,-0.0373899411981984,0.0446923926362303,-0.191456470434141,"Mo17","B73","Additive"
"Zm00001d052485_T005",920854.1875,656478.8939,653778.7718,867704.0315,-0.27061290386466,-0.0857696989152066,0.488224102548674,"B73","Mo17","BLP",900686.4372,749300.1552,740190.3255,829332.9946,-0.156486116910127,-0.119073446700508,0.265481186787523,"B73","Mo17","BLP",959259.748,666115.0226,919544.60275,981868.89685,0.178219054005373,0.0336088822851787,0.526150201825387,"B73","Mo17","Additive"
"Zm00001d029027_T001",1048940.034,1640404.566,1028128.026,1348348.764,-0.387234702216253,0.362261508392725,-0.645119460454121,"Mo17","B73","BLP",1133193.382,2267732.698,1400614.954,1589745.063,-0.279867253089382,0.488401347184314,-1.0008565157493,"Mo17","B73","Additive",1144773.204,1781211.2895,1393263.737,1386005.8545,-0.0704537459551973,0.275871543403991,-0.637796852832108,"Mo17","B73","Additive"
"Zm00001d043632_T001",3283014.836,4161074.406,3912456.966,3438721.849,0.0719795326365974,0.066851154518224,-0.341934816588224,"Mo17","B73","Additive",3353574.461,4355679.375,3838998.946,3220845.735,-0.00586106709943683,-0.0582600719139255,-0.37719812479283,"Mo17","B73","Additive",2865398.5185,4013647.284,3450506.315,2838894.609,0.00459961183734585,-0.0134065108875026,-0.486178037029373,"Mo17","B73","Additive"
"Zm00001d027318_T001",1911718.693,2200618.505,1934020.239,1936932.875,-0.0883556732784532,0.0189037095939918,-0.203038815886079,"Mo17","B73","Additive",1680628.322,2311968.33,1974884.769,1825927.521,-0.0155588554731669,0.119628797829483,-0.460120933734667,"Mo17","B73","Additive",1636274.363,2069352.017,1850728.7085,1667360.8745,-0.00162399752606713,0.0271517141039724,-0.338764409531323,"Mo17","B73","Additive"
"Zm00001d013067_T002",15124893.87,13124946.14,13592905.58,12770624.87,-0.0553888216294203,-0.244095900951597,0.204613516667543,"B73","Mo17","Additive",13393959.9,13495580.4,13930360.47,15643500.47,0.0511874991274835,0.223980819716715,-0.010904469747934,"Mo17","B73","AHP",13159105.42,14897804.52,16270752.54,15663192.395,0.213924852908088,0.251316870255675,-0.179038321933957,"Mo17","B73","AHP"
"Zm00001d041456_T001",769900.9677,422316.6056,645397.731,689493.4821,0.114612867000195,-0.159135970233417,0.866347908590832,"B73","Mo17","Additive",809244.4982,414584.4204,661102.1017,795146.3445,0.111543111247792,-0.0253552431429843,0.964909749370433,"B73","Mo17","Additive",803690.9643,428602.27565,613479.94975,755070.68575,-0.0062575061980385,-0.0900291538380999,0.907001352149109,"B73","Mo17","Additive"
"Zm00001d048592_T001",1064075.344,1191392.164,818360.4638,1539392.062,-0.462618149755695,0.532760405675303,-0.163048067974403,"Mo17","B73","BLP",1173950.921,1287485.788,928337.4823,1768492.518,-0.406779369371826,0.591148020003158,-0.133184411688688,"Mo17","B73","BLP",1040458.78675,774301.5244,690950.2636,1444687.7135,-0.393125242856202,0.473537850551663,0.426252432552167,"B73","Mo17","BLP"
"Zm00001d051227_T001",590071.4883,616547.6139,625471.8426,611807.8969,0.0520465167133632,0.052188978225349,-0.0633225630669239,"Mo17","B73","AHP",536778.4281,535125.1896,548081.1984,562696.8942,0.0322863609565107,0.0680313063944113,0.00445025249886668,"B73","Mo17","AHP",551687.31595,558199.72975,546995.2335,536868.2616,-0.0208126929639064,-0.0392826926575249,-0.0169306146200289,"Mo17","B73","BLP"
"Zm00001d031809_T002",271493.4172,276841.1688,275570.4255,315763.4757,0.00736459088455564,0.217927086629914,-0.0281412828408314,"Mo17","B73","Additive",260369.6405,261719.4787,260786.0209,268644.7132,-0.0014295541304979,0.0451382089206688,-0.00746006436348896,"Mo17","B73","Additive",286504.3411,315787.6689,318707.0375,342760.18135,0.0817677559353885,0.258642521667416,-0.14039783812913,"Mo17","B73","AHP"
"Zm00001d010614_T001",4829547.22,3821156.815,4412201.772,5471915.487,0.0286812167018621,0.180158008395596,0.33787847464614,"B73","Mo17","Additive",4018502.904,3522336.011,3462013.045,4267690.174,-0.123113870762779,0.0867973186363296,0.190125583767489,"B73","Mo17","BLP",3801667.57,3645117.9795,3540880.715,3822690.896,-0.0725095686958219,0.00795616448721456,0.0606668734089158,"B73","Mo17","BLP"
"Zm00001d022445_T001",3203299.652,3128934.374,2830943.035,2862530.02,-0.161431856186418,-0.162267937874669,0.03388736109825,"B73","Mo17","BLP",3499097.434,4017352.87,3841506.724,4074610.431,0.0316207789349124,0.219679293805442,-0.199262350501335,"Mo17","B73","Additive",3278534.4735,3829267.6825,4123597.452,3722425.7575,0.214499977995862,0.183192010286041,-0.224017449631762,"Mo17","B73","AHP"
"Zm00001d021881_T001",706416.3246,702548.024,497394.282,505261.0123,-0.502173279542551,-0.483489821787577,0.00792183580801659,"B73","Mo17","BLP",797977.4058,971841.3352,877014.5505,859406.5455,-0.0129289281498737,0.106992867080687,-0.284372897644587,"Mo17","B73","Additive",924827.34855,1019437.9075,927851.46275,930555.7997,-0.0672592874384291,0.00890860126029051,-0.140517939279275,"Mo17","B73","Additive"
"Zm00001d028218_T002",373093.3758,351646.17,388766.5483,445944.083,0.101441468646438,0.257326076110409,0.085412241522777,"B73","Mo17","AHP",404517.9863,337919.2723,371005.1343,407240.9068,-0.000829960454931828,0.00967863405997076,0.25952521839647,"B73","Mo17","Additive",379066.7776,340807.0476,343437.09785,396696.3924,-0.0676981757839944,0.0655832570208185,0.153496850917791,"B73","Mo17","Additive"
"Zm00001d028529_T001",641702.8956,600605.7803,532768.0122,480830.758,-0.221444314307715,-0.416376307238975,0.0954871335835869,"B73","Mo17","BLP",730544.1214,620078.9753,816661.6309,585568.8613,0.274185218430027,-0.31913256989551,0.236519434005417,"B73","Mo17","AHP",544031.85345,575897.0383,557028.7011,544073.89275,-0.00758356341222176,0.000111477932865108,-0.0821197778552041,"Mo17","B73","Additive"
"Zm00001d011347_T001",324022.4463,272136.5982,292256.9748,306871.1518,-0.0284598115839599,-0.0784607297133468,0.25176276769177,"B73","Mo17","Additive",316340.7119,280931.7152,286861.1976,293176.8415,-0.058036287183986,-0.109708090191449,0.171259733706858,"B73","Mo17","Additive",344164.3451,335296.42975,365768.35815,332511.7777,0.106540009108489,-0.0496922017653386,0.037660522780776,"B73","Mo17","AHP"
"Zm00001d039686_T001",145331.7425,154558.6874,139661.1555,179715.6262,-0.102504669513126,0.306366013734803,-0.0888049048450263,"Mo17","B73","BLP",151795.5523,153771.935,157465.6746,145452.9564,0.0435463274827414,-0.0615768993556063,-0.0186627007140592,"Mo17","B73","AHP",149181.8761,149587.7657,137549.35015,139961.1645,-0.119084238607401,-0.0920457020105831,-0.0039199114728725,"Mo17","B73","BLP"
"Zm00001d022544_T002",3542550.211,3255897.924,2766841.209,3291897.671,-0.296965614481303,-0.105868811473982,0.121732831368606,"B73","Mo17","BLP",4047502.124,4354923.375,4170470.956,4468147.409,-0.0105955346479489,0.142644945062718,-0.105615497179017,"Mo17","B73","Additive",4157449.942,4403653.501,4563029.7215,4271730.406,0.0921952928980115,0.0391217069242729,-0.0830020629501132,"Mo17","B73","AHP"
"Zm00001d013295_T001",1391271.974,1899830.257,1118828.027,1274088.904,-0.556582542019693,-0.126938523744054,-0.449466050769181,"Mo17","B73","BLP",1713674.145,2431946.288,1724461.67,1563126.027,-0.265441969380651,-0.132658706902202,-0.505018558566768,"Mo17","B73","Additive",1478220.795,2079506.267,1761708.527,1455090.636,-0.0139805841948092,-0.0227527544370253,-0.492379258573853,"Mo17","B73","Additive"
"ZemaCp021.1",6896181.203,6388772.278,4792959.108,6298220.318,-0.470804639544527,-0.130853457697795,0.110258965967619,"B73","Mo17","BLP",7710548.632,10139094.04,6310369.256,11030204.16,-0.500098860379265,0.516554072665071,-0.395023327143338,"Mo17","B73","BLP",7459840.1495,9644980.9805,8213665.0775,10259754.411,-0.0583049915822113,0.459779575737223,-0.37063367680253,"Mo17","B73","Additive"
"Zm00001d008242_T001",379981.879,329976.4166,293229.7577,420799.3801,-0.275702760998334,0.147201959982481,0.203567700540856,"B73","Mo17","BLP",342940.1638,318475.6104,306563.3896,330523.0741,-0.109372035163028,-0.0532058858941004,0.10677398514036,"B73","Mo17","BLP",353539.7515,348756.17825,352623.46225,377779.0618,0.00604939553567665,0.0956703046448404,0.019653664052817,"B73","Mo17","Additive"
"Zm00001d011699_T002",421502.6395,386639.5878,438095.6235,392734.9328,0.116636583040517,-0.10198573766075,0.124552303716021,"B73","Mo17","AHP",377278.0536,388827.4472,385376.6664,366839.3893,0.0087261425362171,-0.0404796241817979,-0.0435018814010419,"Mo17","B73","Additive",369035.9988,328664.60425,364718.44435,362572.50555,0.064175080115716,-0.025492028095254,0.167145462668765,"B73","Mo17","Additive"
"Zm00001d008610_T001",614040.7423,694154.5677,472495.1948,668361.6462,-0.469206384815186,0.122294563782441,-0.176922560883768,"Mo17","B73","BLP",878907.4308,1182673.69,842770.5809,838048.3446,-0.290539371578701,-0.0686777530915194,-0.428268946959809,"Mo17","B73","BLP",1036230.3955,1236639.986,1044531.83645,906349.6483,-0.121658946492763,-0.193205187094928,-0.255080752577558,"Mo17","B73","Additive"
"Zm00001d032148_T001",645300.2506,793881.0451,661294.8382,479886.1155,-0.121882796220391,-0.427278513450049,-0.298952264818246,"Mo17","B73","Additive",769156.3359,1039823.395,866293.4331,661086.457,-0.0622485569105082,-0.218437904926827,-0.434989749895975,"Mo17","B73","Additive",790640.84025,933517.3051,886722.08785,720586.2657,0.0406618088345322,-0.133851324534588,-0.239654287751698,"Mo17","B73","Additive"
"Zm00001d020898_T003",1448963.119,1408711.572,1533598.185,1324707.666,0.102078840939847,-0.129346850338776,0.0406446180008326,"B73","Mo17","AHP",1517092.754,1347191.229,1466672.795,1356539.951,0.034372513697576,-0.16137775708692,0.171354642894773,"B73","Mo17","Additive",1487142.957,1252270.3145,1311989.5865,1264776.864,-0.0621106602708026,-0.233660455867385,0.247997322958139,"B73","Mo17","Additive"
"Zm00001d045564_T001",346569.3352,356921.3001,366879.385,402365.8764,0.0607746228669153,0.215363950078803,-0.0424619910520102,"Mo17","B73","AHP",382062.806,419214.1926,391252.697,345759.5623,-0.0342003664609658,-0.144040666476147,-0.133877743031688,"Mo17","B73","Additive",404768.1647,443508.72755,423511.9601,365832.0554,-0.00213255002153562,-0.1459143312389,-0.131866669243793,"Mo17","B73","Additive"
"Zm00001d022630_T001",2075892.326,3017143.081,3129764.79,3038125.829,0.297528491982712,0.549450007869369,-0.539451499760612,"Mo17","B73","AHP",2323227.065,3891770.69,3090952.754,3347727.852,-0.00770226773968799,0.527052085575612,-0.744296540912637,"Mo17","B73","Additive",2429995.285,3359085.277,3069759.372,3734132.3035,0.0847913385299253,0.619819529863404,-0.467114907169271,"Mo17","B73","Additive"
"Zm00001d042639_T002",291362.0401,277183.4472,294019.5208,313244.2681,0.048636164278357,0.104475181505333,0.0719718237302549,"B73","Mo17","AHP",252672.8681,284873.6032,259263.5372,258386.1102,-0.0519701622135631,0.032257761973722,-0.173051188997561,"Mo17","B73","Additive",249069.2982,256219.14705,243114.86925,249914.9061,-0.0554690559756971,0.0048897559530135,-0.0408310939906262,"Mo17","B73","BLP"
"Zm00001d031532_T001",943611.9494,950177.2654,970708.0454,623817.095,0.0358335915625868,-0.597070599540777,-0.0100030000240005,"Mo17","B73","AHP",964288.4538,1075357.416,1170537.183,821738.7437,0.198852075121235,-0.230784984463089,-0.157279568575124,"Mo17","B73","AHP",865175.63715,1065894.6784,1261837.557,886600.3741,0.386125498820965,0.0352909308402896,-0.300999946183236,"Mo17","B73","AHP"
"Zm00001d046855_T001",638856.443,491623.2534,574729.084,599759.6029,0.0240188820173528,-0.091107428509752,0.377938624877021,"B73","Mo17","Additive",748971.84,612196.5343,655029.7317,711351.1445,-0.0552132399379511,-0.0743495832509485,0.290916599292817,"B73","Mo17","Additive",766778.0257,633692.1981,700324.24225,809128.628,0.000183623655406658,0.0775600746928343,0.275026739441211,"B73","Mo17","Additive"
