"","B73_S1","Mo17_S1","H_S1","acs_S1","S1_HMP","S1_acs_B73","S1_B73_Mo17","HP","LP","Category","B73_S2","Mo17_S2","H_S2","acs_S2","S2_HMP","S2_acs_B73","S2_B73_Mo17","HP.1","LP.1","Category.1","B73_S34","Mo17_S34","H_S34","acs_S34","S34_HMP","S34_acs_B73","S34_B73_Mo17","HP.2","LP.2","Category.2"
"Zm00001d011787_T001",32295.53307,42081.03594,44370.92686,34002.90584,0.254766491805567,0.0743234087547861,-0.381835587414637,"Mo17","B73","AHP",38886.54824,41703.21318,38029.09853,43349.71517,-0.083492821582432,0.156751334431918,-0.100887365991141,"Mo17","B73","BLP",30583.37337,31387.690345,31876.00499,38123.14463,0.0408760961716133,0.317919580594995,-0.037451326621056,"Mo17","B73","AHP"
"Zm00001d033171_T001",6266.225429,14798.01208,13950.29598,13695.15941,0.405500038044388,1.12799748187299,-1.23973480453669,"Mo17","B73","PD-H/HP",13361.29756,17414.70672,14636.94512,8679.59631,-0.072191455538259,-0.622360270256289,-0.382246057266846,"Mo17","B73","Additive",13357.775825,17501.82476,15841.92256,13683.10505,0.0380280408153356,0.0347158444390113,-0.389825539203337,"Mo17","B73","Additive"
"Zm00001d044446_T001",34053.99733,40345.2909,34554.85177,47955.6896,-0.106400528848205,0.493877836096036,-0.244576137285924,"Mo17","B73","Additive",35039.04494,38044.27676,32779.68071,37174.76081,-0.156740405233526,0.0853600078078454,-0.118715984451569,"Mo17","B73","BLP",33111.526465,38897.36268,39392.938905,40278.205195,0.129762041848492,0.282665876454098,-0.232338819341622,"Mo17","B73","AHP"
"Zm00001d035990_T005",19798.95806,13670.58352,11232.1388,10443.77757,-0.5752161222756,-0.922780872241813,0.534349684269617,"B73","Mo17","BLP",14159.95464,16501.67916,17214.88689,14738.7632,0.167222128938455,0.0577988221833438,-0.220796192241709,"Mo17","B73","AHP",15677.889405,15323.41456,15109.743295,17880.173825,-0.0368497486302571,0.189629408517175,0.0329935405443081,"B73","Mo17","BLP"
"Zm00001d043762_T001",36300.68098,23697.77643,26129.51822,23033.93402,-0.199244884520997,-0.656235779139459,0.615244915674863,"B73","Mo17","Additive",32584.52281,20618.28139,24909.47651,28995.0332,-0.0948075862811463,-0.168381077106542,0.660262783546973,"B73","Mo17","Additive",31879.419595,18775.71577,22294.596805,26738.990645,-0.184014426437169,-0.253680356504692,0.763757456112064,"B73","Mo17","Additive"
"Zm00001d012844_T002",337152.1162,487402.9549,443647.7066,320143.3773,0.10579865776852,-0.0746814873292517,-0.531715344437553,"Mo17","B73","Additive",420827.4845,429833.8326,372544.9086,393990.4595,-0.191170504194242,-0.0950682358341494,-0.0305501120324624,"Mo17","B73","BLP",374448.58695,393102.2765,346813.13295,319172.8455,-0.146103826153934,-0.230429729834505,-0.0701370731954136,"Mo17","B73","BLP"
"Zm00001d028785_T001",27630.34886,23285.26281,17576.74759,26347.51817,-0.534439942986006,-0.0685867054865814,0.2468366124097,"B73","Mo17","BLP",22565.84172,26154.90606,28768.93125,26334.72107,0.239975350432924,0.222825585969644,-0.212940995348429,"Mo17","B73","AHP",22772.957565,26407.05876,27076.12628,30088.65516,0.138949136739981,0.401897956491315,-0.213601952844001,"Mo17","B73","AHP"
"Zm00001d047030_T005",10212.68632,10458.41873,8484.487478,12450.53224,-0.284716096690828,0.285845017373593,-0.0343023393985086,"Mo17","B73","BLP",8302.496633,9414.124932,10626.34909,8319.129769,0.262542494860226,0.00288738902574264,-0.181281766066437,"Mo17","B73","AHP",10215.80935,8501.4681765,10092.036336,7493.423687,0.108846699124373,-0.44710657589994,0.265019589745729,"B73","Mo17","Additive"
"Zm00001d012295_T003",8973.090296,14657.5359,9519.703372,10534.11725,-0.311669334413325,0.231392588441199,-0.707965756091598,"Mo17","B73","Additive",13643.69596,12821.88221,10348.55398,12372.82768,-0.354687979873423,-0.141059260178847,0.0896264506214558,"B73","Mo17","BLP",13798.503505,12763.874045,13077.442915,14226.18026,-0.0223038130185731,0.044036538900135,0.112445533103214,"B73","Mo17","Additive"
"Zm00001d048452_T001",68939.03717,88613.06934,53027.91988,96494.17788,-0.571004981396234,0.485120748258346,-0.362198344689056,"Mo17","B73","BLP",78378.16028,134564.125,77833.00362,75415.82897,-0.452008525471835,-0.0555843484651221,-0.779770221521831,"Mo17","B73","BLP",72928.88366,133140.79775,115723.90454,85319.204515,0.167554646059751,0.226380204005169,-0.868390502013173,"Mo17","B73","Additive"
